country,iso3,week_end_date,total_confirmed_cases,total_deaths,new_confirmed_cases,new_deaths
Benin,BEN,03/04/2022,0,0,0,0
Benin,BEN,08/05/2022,0,0,0,0
Congo,COG,06/02/2022,0,0,0,0
Congo,COG,13/03/2022,0,0,0,0
Congo,COG,16/01/2022,0,0,0,0
Congo,COG,20/02/2022,0,0,0,0
Cameroon,CMR,30/01/2022,0,0,0,0
Congo,COG,27/03/2022,0,0,0,0
Congo,COG,25/08/2024,47,2,0,0
Cameroon,CMR,16/01/2022,0,0,0,0
Cameroon,CMR,20/02/2022,0,0,0,0
Côte d’Ivoire,CIV,30/06/2024,0,0,0,0
Democratic Republic of the Congo,COD,16/01/2022,0,0,0,0
Democratic Republic of the Congo,COD,23/01/2022,0,0,0,0
Democratic Republic of the Congo,COD,30/01/2022,0,0,0,0
Congo,COG,23/01/2022,0,0,0,0
Congo,COG,17/04/2022,0,0,0,0
Cameroon,CMR,13/02/2022,0,0,0,0
Democratic Republic of the Congo,COD,06/02/2022,0,0,0,0
Democratic Republic of the Congo,COD,13/02/2022,0,0,0,0
Cameroon,CMR,23/01/2022,0,0,0,0
Cameroon,CMR,27/02/2022,0,0,0,0
Congo,COG,27/02/2022,0,0,0,0
Congo,COG,03/04/2022,0,0,0,0
Gabon,GAB,18/08/2024,0,0,0,0
Democratic Republic of the Congo,COD,20/02/2022,0,0,0,0
Democratic Republic of the Congo,COD,27/02/2022,0,0,0,0
Democratic Republic of the Congo,COD,06/03/2022,0,0,0,0
Ghana,GHA,23/01/2022,0,0,0,0
Congo,COG,30/01/2022,0,0,0,0
Democratic Republic of the Congo,COD,13/03/2022,0,0,0,0
Democratic Republic of the Congo,COD,20/03/2022,0,0,0,0
Democratic Republic of the Congo,COD,27/03/2022,0,0,0,0
Democratic Republic of the Congo,COD,03/04/2022,0,0,0,0
Liberia,LBR,06/02/2022,0,0,0,0
Liberia,LBR,13/03/2022,0,0,0,0
Liberia,LBR,17/04/2022,0,0,0,0
Liberia,LBR,10/07/2022,0,0,0,0
Congo,COG,09/01/2022,0,0,0,0
Congo,COG,13/02/2022,0,0,0,0
Congo,COG,20/03/2022,0,0,0,0
Mozambique,MOZ,27/03/2022,0,0,0,0
Mozambique,MOZ,01/05/2022,0,0,0,0
Mozambique,MOZ,05/06/2022,0,0,0,0
Mozambique,MOZ,28/08/2022,0,0,0,0
Democratic Republic of the Congo,COD,10/04/2022,0,0,0,0
Democratic Republic of the Congo,COD,17/04/2022,0,0,0,0
Ghana,GHA,30/01/2022,0,0,0,0
Ghana,GHA,16/01/2022,0,0,0,0
Ghana,GHA,20/02/2022,0,0,0,0
Mozambique,MOZ,02/10/2022,0,0,0,0
Ghana,GHA,13/02/2022,0,0,0,0
Liberia,LBR,06/03/2022,0,0,0,0
Liberia,LBR,10/04/2022,0,0,0,0
Liberia,LBR,03/07/2022,0,0,0,0
Rwanda,RWA,21/07/2024,0,0,0,0
Liberia,LBR,27/03/2022,0,0,0,0
Liberia,LBR,01/05/2022,0,0,0,0
Liberia,LBR,05/06/2022,0,0,0,0
Liberia,LBR,30/01/2022,0,0,0,0
Liberia,LBR,24/04/2022,0,0,0,0
Liberia,LBR,29/05/2022,0,0,0,0
Mozambique,MOZ,09/01/2022,0,0,0,0
Mozambique,MOZ,03/04/2022,0,0,0,0
Mozambique,MOZ,08/05/2022,0,0,0,0
Mozambique,MOZ,31/07/2022,0,0,0,0
Mozambique,MOZ,04/09/2022,0,0,0,0
South Africa,ZAF,09/01/2022,0,0,0,0
South Africa,ZAF,03/04/2022,0,0,0,0
South Africa,ZAF,08/05/2022,0,0,0,0
South Africa,ZAF,12/06/2022,0,0,0,0
Mozambique,MOZ,13/02/2022,0,0,0,0
Mozambique,MOZ,20/03/2022,0,0,0,0
Mozambique,MOZ,12/06/2022,0,0,0,0
Mozambique,MOZ,17/07/2022,0,0,0,0
Mozambique,MOZ,06/02/2022,0,0,0,0
Mozambique,MOZ,13/03/2022,0,0,0,0
Mozambique,MOZ,17/04/2022,0,0,0,0
Mozambique,MOZ,10/07/2022,0,0,0,0
Mozambique,MOZ,14/08/2022,0,0,0,0
Liberia,LBR,13/02/2022,0,0,0,0
Liberia,LBR,20/03/2022,0,0,0,0
Liberia,LBR,12/06/2022,0,0,0,0
Liberia,LBR,17/07/2022,0,0,0,0
Liberia,LBR,16/01/2022,0,0,0,0
Liberia,LBR,20/02/2022,0,0,0,0
Liberia,LBR,15/05/2022,0,0,0,0
Liberia,LBR,19/06/2022,0,0,0,0
Liberia,LBR,24/07/2022,0,0,0,0
South Africa,ZAF,13/02/2022,0,0,0,0
South Africa,ZAF,20/03/2022,0,0,0,0
South Africa,ZAF,24/04/2022,0,0,0,0
Mozambique,MOZ,30/01/2022,0,0,0,0
Mozambique,MOZ,24/04/2022,0,0,0,0
Mozambique,MOZ,29/05/2022,0,0,0,0
Mozambique,MOZ,21/08/2022,0,0,0,0
Mozambique,MOZ,25/09/2022,0,0,0,0
South Africa,ZAF,23/01/2022,0,0,0,0
South Africa,ZAF,27/02/2022,0,0,0,0
South Africa,ZAF,22/05/2022,0,0,0,0
South Africa,ZAF,26/06/2022,0,0,0,0
South Africa,ZAF,20/02/2022,0,0,0,0
South Africa,ZAF,27/03/2022,0,0,0,0
South Africa,ZAF,19/06/2022,0,0,0,0
Mozambique,MOZ,23/01/2022,0,0,0,0
Mozambique,MOZ,27/02/2022,0,0,0,0
Mozambique,MOZ,22/05/2022,0,0,0,0
Mozambique,MOZ,26/06/2022,0,0,0,0
Mozambique,MOZ,18/09/2022,0,0,0,0
Uganda,UGA,30/06/2024,0,0,0,0
South Africa,ZAF,16/01/2022,0,0,0,0
South Africa,ZAF,10/04/2022,0,0,0,0
South Africa,ZAF,15/05/2022,0,0,0,0
South Africa,ZAF,30/01/2022,0,0,0,0
South Africa,ZAF,06/03/2022,0,0,0,0
South Africa,ZAF,29/05/2022,0,0,0,0
Benin,BEN,16/01/2022,0,0,0,0
Benin,BEN,20/02/2022,0,0,0,0
Benin,BEN,27/03/2022,0,0,0,0
Benin,BEN,19/06/2022,0,0,0,0
Burundi,BDI,21/07/2024,0,0,0,0
Cameroon,CMR,09/01/2022,0,0,0,0
Congo,COG,06/03/2022,0,0,0,0
Congo,COG,10/04/2022,0,0,0,0
Democratic Republic of the Congo,COD,24/04/2022,0,0,0,0
Democratic Republic of the Congo,COD,01/05/2022,0,0,0,0
Democratic Republic of the Congo,COD,08/05/2022,0,0,0,0
Liberia,LBR,23/01/2022,0,0,0,0
Liberia,LBR,27/02/2022,0,0,0,0
Liberia,LBR,22/05/2022,0,0,0,0
Liberia,LBR,26/06/2022,0,0,0,0
Mozambique,MOZ,16/01/2022,0,0,0,0
Mozambique,MOZ,20/02/2022,0,0,0,0
Mozambique,MOZ,15/05/2022,0,0,0,0
Mozambique,MOZ,19/06/2022,0,0,0,0
Mozambique,MOZ,24/07/2022,0,0,0,0
Rwanda,RWA,14/07/2024,0,0,0,0
South Africa,ZAF,06/02/2022,0,0,0,0
South Africa,ZAF,01/05/2022,0,0,0,0
South Africa,ZAF,05/06/2022,0,0,0,0
Democratic Republic of the Congo,COD,15/05/2022,0,0,0,0
Democratic Republic of the Congo,COD,22/05/2022,10,0,10,0
Democratic Republic of the Congo,COD,29/05/2022,10,0,0,0
Ghana,GHA,06/02/2022,0,0,0,0
Kenya,KEN,21/07/2024,0,0,0,0
Liberia,LBR,09/01/2022,0,0,0,0
Liberia,LBR,03/04/2022,0,0,0,0
Liberia,LBR,08/05/2022,0,0,0,0
Mozambique,MOZ,06/03/2022,0,0,0,0
Mozambique,MOZ,10/04/2022,0,0,0,0
Mozambique,MOZ,03/07/2022,0,0,0,0
Mozambique,MOZ,07/08/2022,0,0,0,0
Mozambique,MOZ,11/09/2022,0,0,0,0
South Africa,ZAF,13/03/2022,0,0,0,0
South Africa,ZAF,17/04/2022,0,0,0,0
Uganda,UGA,25/08/2024,11,0,6,0
Democratic Republic of the Congo,COD,05/06/2022,10,0,0,0
Benin,BEN,03/07/2022,3,0,0,0
Benin,BEN,07/08/2022,3,0,0,0
Benin,BEN,30/10/2022,3,0,0,0
Benin,BEN,04/12/2022,3,0,0,0
Benin,BEN,08/01/2023,3,0,0,0
Benin,BEN,02/04/2023,3,0,0,0
Benin,BEN,07/05/2023,3,0,0,0
Benin,BEN,30/07/2023,3,0,0,0
Benin,BEN,03/09/2023,3,0,0,0
Benin,BEN,26/11/2023,3,0,0,0
Benin,BEN,31/12/2023,3,0,0,0
Benin,BEN,04/02/2024,3,0,0,0
Benin,BEN,28/04/2024,3,0,0,0
Benin,BEN,02/06/2024,3,0,0,0
Benin,BEN,11/09/2022,3,0,0,0
Benin,BEN,16/10/2022,3,0,0,0
Benin,BEN,20/11/2022,3,0,0,0
Benin,BEN,12/02/2023,3,0,0,0
Benin,BEN,19/03/2023,3,0,0,0
Benin,BEN,11/06/2023,3,0,0,0
Benin,BEN,16/07/2023,3,0,0,0
Benin,BEN,08/10/2023,3,0,0,0
Benin,BEN,12/11/2023,3,0,0,0
Benin,BEN,17/12/2023,3,0,0,0
Benin,BEN,10/03/2024,3,0,0,0
Benin,BEN,14/04/2024,3,0,0,0
Benin,BEN,07/07/2024,3,0,0,0
Benin,BEN,18/09/2022,3,0,0,0
Benin,BEN,23/10/2022,3,0,0,0
Benin,BEN,15/01/2023,3,0,0,0
Benin,BEN,19/02/2023,3,0,0,0
Benin,BEN,14/05/2023,3,0,0,0
Benin,BEN,18/06/2023,3,0,0,0
Benin,BEN,23/07/2023,3,0,0,0
Benin,BEN,15/10/2023,3,0,0,0
South Africa,ZAF,11/08/2024,29,3,0,0
Rwanda,RWA,18/08/2024,4,0,0,0
South Africa,ZAF,18/08/2024,29,3,0,0
Uganda,UGA,11/08/2024,3,0,1,0
Benin,BEN,11/08/2024,3,0,0,0
Liberia,LBR,18/08/2024,23,0,0,0
Rwanda,RWA,11/08/2024,4,0,0,0
Uganda,UGA,18/08/2024,5,0,2,0
Egypt,EGY,18/12/2022,3,0,1,0
Egypt,EGY,11/12/2022,2,0,1,0
Morocco,MAR,12/06/2022,1,0,0,0
Morocco,MAR,12/06/2022,1,0,0,0
Morocco,MAR,04/09/2022,3,0,2,0
Morocco,MAR,05/06/2022,1,0,1,0
Sudan,SDN,11/09/2022,4,0,2,0
Sudan,SDN,07/08/2022,1,0,1,0
Sudan,SDN,25/09/2022,7,1,1,0
Sudan,SDN,02/10/2022,17,1,10,0
Sudan,SDN,18/09/2022,6,1,2,1
Morocco,MAR,12/06/2022,1,0,0,0
Morocco,MAR,19/06/2022,1,0,0,0
Sudan,SDN,14/08/2022,2,0,1,0
Sudan,SDN,23/10/2022,18,1,1,0
Morocco,MAR,12/06/2022,1,0,0,0
Sudan,SDN,09/04/2023,19,1,1,0
Egypt,EGY,02/10/2022,1,0,1,0
Morocco,MAR,19/06/2022,1,0,0,0
Burundi,BDI,01/09/2024,328,0,97,0
Kenya,KEN,01/09/2024,4,0,2,0
Uganda,UGA,01/09/2024,15,0,4,0
Ghana,GHA,25/08/2024,127,4,0,0
Guinea,GIN,01/09/2024,1,0,1,0
Liberia,LBR,01/09/2024,24,0,1,0
Liberia,LBR,25/08/2024,23,0,0,0
Gabon,GAB,01/09/2024,2,0,1,0
Ghana,GHA,01/09/2024,127,4,0,0
Gabon,GAB,25/08/2024,1,0,1,0
Morocco,MAR,17/03/2024,5,0,1,0
Morocco,MAR,08/10/2023,4,0,1,0
Nigeria,NGA,25/08/2024,911,9,10,0
Kenya,KEN,25/08/2024,2,0,1,0
Benin,BEN,13/02/2022,0,0,0,0
Benin,BEN,20/03/2022,0,0,0,0
Benin,BEN,12/06/2022,0,0,0,0
Benin,BEN,06/03/2022,0,0,0,0
Benin,BEN,10/04/2022,0,0,0,0
Benin,BEN,15/05/2022,0,0,0,0
Benin,BEN,13/03/2022,0,0,0,0
Benin,BEN,17/04/2022,0,0,0,0
Benin,BEN,23/01/2022,0,0,0,0
Liberia,LBR,18/09/2022,3,0,0,0
Liberia,LBR,23/10/2022,3,0,0,0
Liberia,LBR,15/01/2023,6,0,0,0
Liberia,LBR,12/02/2023,7,0,0,0
Liberia,LBR,11/06/2023,12,0,0,0
Liberia,LBR,03/09/2023,12,0,0,0
Liberia,LBR,08/10/2023,12,0,0,0
Liberia,LBR,25/02/2024,20,0,0,0
Liberia,LBR,24/03/2024,21,0,0,0
Liberia,LBR,21/04/2024,22,0,0,0
Liberia,LBR,26/05/2024,22,0,0,0
Mozambique,MOZ,11/12/2022,1,1,0,0
Mozambique,MOZ,15/01/2023,1,1,0,0
Mozambique,MOZ,09/04/2023,1,1,0,0
Mozambique,MOZ,14/05/2023,1,1,0,0
Mozambique,MOZ,18/06/2023,1,1,0,0
Mozambique,MOZ,10/09/2023,1,1,0,0
Mozambique,MOZ,15/10/2023,1,1,0,0
Liberia,LBR,10/03/2024,21,0,1,0
Liberia,LBR,14/04/2024,22,0,0,0
Liberia,LBR,07/07/2024,22,0,0,0
Mozambique,MOZ,08/01/2023,1,1,0,0
Mozambique,MOZ,12/02/2023,1,1,0,0
Mozambique,MOZ,07/05/2023,1,1,0,0
Mozambique,MOZ,11/06/2023,1,1,0,0
Mozambique,MOZ,03/09/2023,1,1,0,0
Mozambique,MOZ,08/10/2023,1,1,0,0
Mozambique,MOZ,12/11/2023,1,1,0,0
Mozambique,MOZ,04/02/2024,1,1,0,0
Mozambique,MOZ,10/03/2024,1,1,0,0
Mozambique,MOZ,02/06/2024,1,1,0,0
Mozambique,MOZ,07/07/2024,1,1,0,0
Nigeria,NGA,30/01/2022,3,0,0,0
Nigeria,NGA,27/02/2022,4,0,0,0
Nigeria,NGA,17/04/2022,14,1,1,0
Nigeria,NGA,24/04/2022,14,1,0,0
South Africa,ZAF,03/03/2024,5,0,0,0
South Africa,ZAF,07/04/2024,5,0,0,0
South Africa,ZAF,02/06/2024,8,1,1,0
South Africa,ZAF,04/08/2024,29,3,2,0
Ghana,GHA,26/06/2022,23,0,1,0
Ghana,GHA,10/07/2022,34,0,5,0
Ghana,GHA,11/12/2022,116,4,6,0
Ghana,GHA,04/06/2023,127,4,0,0
Ghana,GHA,27/08/2023,127,4,0,0
Ghana,GHA,01/10/2023,127,4,0,0
Ghana,GHA,05/11/2023,127,4,0,0
Ghana,GHA,28/01/2024,127,4,0,0
Ghana,GHA,03/03/2024,127,4,0,0
Ghana,GHA,26/05/2024,127,4,0,0
Ghana,GHA,30/06/2024,127,4,0,0
Liberia,LBR,11/09/2022,3,0,0,0
Liberia,LBR,16/10/2022,3,0,0,0
Liberia,LBR,11/12/2022,6,0,2,0
Liberia,LBR,08/01/2023,6,0,0,0
Liberia,LBR,05/02/2023,7,0,0,0
Liberia,LBR,07/05/2023,12,0,0,0
Liberia,LBR,04/06/2023,12,0,0,0
Liberia,LBR,27/08/2023,12,0,0,0
Liberia,LBR,01/10/2023,12,0,0,0
Liberia,LBR,05/11/2023,12,0,0,0
Liberia,LBR,31/12/2023,17,0,0,0
Liberia,LBR,28/01/2024,18,0,0,0
Liberia,LBR,17/03/2024,21,0,0,0
Liberia,LBR,19/05/2024,22,0,0,0
Liberia,LBR,23/06/2024,22,0,0,0
Mozambique,MOZ,16/10/2022,1,0,0,0
Mozambique,MOZ,23/10/2022,1,1,0,1
Mozambique,MOZ,13/11/2022,1,1,0,0
Mozambique,MOZ,18/12/2022,1,1,0,0
Mozambique,MOZ,22/01/2023,1,1,0,0
Mozambique,MOZ,16/04/2023,1,1,0,0
Mozambique,MOZ,21/05/2023,1,1,0,0
Mozambique,MOZ,13/08/2023,1,1,0,0
Mozambique,MOZ,17/09/2023,1,1,0,0
Mozambique,MOZ,10/12/2023,1,1,0,0
Mozambique,MOZ,14/01/2024,1,1,0,0
Mozambique,MOZ,18/02/2024,1,1,0,0
Mozambique,MOZ,12/05/2024,1,1,0,0
Mozambique,MOZ,16/06/2024,1,1,0,0
Nigeria,NGA,13/02/2022,3,0,0,0
Nigeria,NGA,06/03/2022,6,0,2,0
Nigeria,NGA,03/04/2022,11,0,1,0
Nigeria,NGA,22/05/2022,21,1,2,0
Nigeria,NGA,19/06/2022,41,2,5,0
Nigeria,NGA,13/11/2022,638,7,14,0
Nigeria,NGA,20/11/2022,659,7,21,0
Nigeria,NGA,12/03/2023,820,9,7,0
Nigeria,NGA,04/06/2023,842,9,0,0
Nigeria,NGA,02/07/2023,843,9,0,0
Nigeria,NGA,24/09/2023,846,9,0,0
Nigeria,NGA,29/10/2023,846,9,0,0
Nigeria,NGA,03/12/2023,859,9,4,0
Nigeria,NGA,10/12/2023,859,9,0,0
Nigeria,NGA,24/03/2024,873,9,0,0
Nigeria,NGA,12/05/2024,885,9,0,0
Nigeria,NGA,28/07/2024,899,9,0,0
South Africa,ZAF,24/07/2022,2,0,0,0
South Africa,ZAF,31/07/2022,3,0,1,0
South Africa,ZAF,20/11/2022,5,0,0,0
South Africa,ZAF,25/12/2022,5,0,0,0
South Africa,ZAF,19/03/2023,5,0,0,0
South Africa,ZAF,23/04/2023,5,0,0,0
South Africa,ZAF,28/05/2023,5,0,0,0
South Africa,ZAF,20/08/2023,5,0,0,0
South Africa,ZAF,24/09/2023,5,0,0,0
South Africa,ZAF,17/12/2023,5,0,0,0
South Africa,ZAF,21/01/2024,5,0,0,0
South Africa,ZAF,14/04/2024,5,0,0,0
South Africa,ZAF,30/06/2024,21,3,0,0
Uganda,UGA,14/07/2024,2,0,1,0
Uganda,UGA,21/07/2024,2,0,0,0
Burundi,BDI,18/08/2024,153,0,70,0
Benin,BEN,18/08/2024,3,0,0,0
Burundi,BDI,25/08/2024,231,0,78,0
Cameroon,CMR,18/08/2024,50,5,0,0
Cameroon,CMR,11/08/2024,50,5,0,0
Central African Republic,CAF,18/08/2024,92,2,0,0
Côte d’Ivoire,CIV,28/07/2024,9,0,4,0
Côte d’Ivoire,CIV,18/08/2024,34,1,13,1
Congo,COG,18/08/2024,47,2,0,0
Nigeria,NGA,08/09/2024,916,9,0,0
Mozambique,MOZ,01/09/2024,1,1,0,0
Benin,BEN,25/08/2024,3,0,0,0
Burundi,BDI,08/09/2024,385,0,57,0
Democratic Republic of the Congo,COD,12/06/2022,10,0,0,0
Ghana,GHA,08/09/2024,127,4,0,0
Central African Republic,CAF,08/09/2024,94,2,0,0
Cameroon,CMR,25/08/2024,50,5,0,0
Cameroon,CMR,01/09/2024,51,5,1,0
Congo,COG,08/09/2024,47,2,0,0
Guinea,GIN,25/08/2024,0,0,0,0
Kenya,KEN,08/09/2024,5,0,1,0
Rwanda,RWA,01/09/2024,4,0,0,0
Rwanda,RWA,08/09/2024,4,0,0,0
South Africa,ZAF,25/08/2024,29,3,0,0
Uganda,UGA,08/09/2024,16,0,1,0
Liberia,LBR,08/09/2024,26,0,2,0
South Africa,ZAF,08/09/2024,30,3,1,0
Rwanda,RWA,25/08/2024,4,0,0,0
Cameroon,CMR,08/09/2024,51,5,0,0
Gabon,GAB,08/09/2024,2,0,0,0
South Africa,ZAF,01/09/2024,29,3,0,0
Nigeria,NGA,30/04/2023,835,9,0,0
Nigeria,NGA,28/05/2023,842,9,0,0
Nigeria,NGA,25/06/2023,843,9,0,0
Nigeria,NGA,23/07/2023,844,9,0,0
Nigeria,NGA,17/09/2023,846,9,0,0
Nigeria,NGA,22/10/2023,846,9,0,0
Nigeria,NGA,19/11/2023,847,9,0,0
Nigeria,NGA,04/02/2024,863,9,0,0
Nigeria,NGA,03/03/2024,867,9,0,0
Nigeria,NGA,02/06/2024,888,9,1,0
South Africa,ZAF,28/08/2022,5,0,1,0
South Africa,ZAF,23/10/2022,5,0,0,0
South Africa,ZAF,27/11/2022,5,0,0,0
South Africa,ZAF,01/01/2023,5,0,0,0
South Africa,ZAF,26/03/2023,5,0,0,0
South Africa,ZAF,30/04/2023,5,0,0,0
South Africa,ZAF,23/07/2023,5,0,0,0
South Africa,ZAF,27/08/2023,5,0,0,0
Cameroon,CMR,03/09/2023,43,3,0,0
Cameroon,CMR,10/09/2023,44,3,1,0
Cameroon,CMR,01/10/2023,44,3,0,0
Cameroon,CMR,08/10/2023,45,3,1,0
Cameroon,CMR,03/12/2023,45,3,0,0
Cameroon,CMR,07/01/2024,45,3,0,0
Cameroon,CMR,25/02/2024,47,4,0,0
Cameroon,CMR,31/03/2024,47,4,0,0
Cameroon,CMR,28/04/2024,50,5,0,0
Cameroon,CMR,21/07/2024,50,5,0,0
Ghana,GHA,27/03/2022,2,0,0,0
Ghana,GHA,01/05/2022,2,0,0,0
Ghana,GHA,17/07/2022,36,0,2,0
Ghana,GHA,21/08/2022,78,4,11,3
Ghana,GHA,02/10/2022,104,4,4,0
Ghana,GHA,09/10/2022,104,4,0,0
Ghana,GHA,30/10/2022,107,4,2,0
Ghana,GHA,27/11/2022,110,4,3,0
Liberia,LBR,05/05/2024,22,0,0,0
Liberia,LBR,28/07/2024,22,0,0,0
Mozambique,MOZ,09/10/2022,1,0,1,0
Mozambique,MOZ,01/01/2023,1,1,0,0
Mozambique,MOZ,05/02/2023,1,1,0,0
Mozambique,MOZ,12/03/2023,1,1,0,0
Mozambique,MOZ,04/06/2023,1,1,0,0
Mozambique,MOZ,09/07/2023,1,1,0,0
Mozambique,MOZ,01/10/2023,1,1,0,0
Mozambique,MOZ,05/11/2023,1,1,0,0
Mozambique,MOZ,28/01/2024,1,1,0,0
Mozambique,MOZ,03/03/2024,1,1,0,0
Mozambique,MOZ,07/04/2024,1,1,0,0
Mozambique,MOZ,30/06/2024,1,1,0,0
Mozambique,MOZ,04/08/2024,1,1,0,0
South Africa,ZAF,18/09/2022,5,0,0,0
South Africa,ZAF,11/12/2022,5,0,0,0
South Africa,ZAF,15/01/2023,5,0,0,0
Côte d’Ivoire,CIV,21/07/2024,5,0,3,0
Democratic Republic of the Congo,COD,19/06/2022,100,0,90,0
Congo,COG,11/08/2024,47,2,2,0
Côte d’Ivoire,CIV,11/08/2024,21,0,8,0
Côte d’Ivoire,CIV,07/07/2024,1,0,1,0
Côte d’Ivoire,CIV,14/07/2024,2,0,1,0
Côte d’Ivoire,CIV,04/08/2024,13,0,4,0
Ghana,GHA,11/08/2024,127,4,0,0
Liberia,LBR,11/08/2024,23,0,1,0
Ghana,GHA,18/08/2024,127,4,0,0
Kenya,KEN,11/08/2024,1,0,0,0
Mozambique,MOZ,11/08/2024,1,1,0,0
Kenya,KEN,18/08/2024,1,0,0,0
Mozambique,MOZ,18/08/2024,1,1,0,0
Nigeria,NGA,11/08/2024,900,9,1,0
Nigeria,NGA,18/08/2024,901,9,1,0
Benin,BEN,09/10/2022,3,0,0,0
Benin,BEN,13/11/2022,3,0,0,0
Benin,BEN,05/02/2023,3,0,0,0
Benin,BEN,12/03/2023,3,0,0,0
Benin,BEN,16/04/2023,3,0,0,0
Benin,BEN,09/07/2023,3,0,0,0
Benin,BEN,13/08/2023,3,0,0,0
Benin,BEN,05/11/2023,3,0,0,0
Benin,BEN,10/12/2023,3,0,0,0
Benin,BEN,03/03/2024,3,0,0,0
Benin,BEN,07/04/2024,3,0,0,0
Benin,BEN,12/05/2024,3,0,0,0
Benin,BEN,04/08/2024,3,0,0,0
Burundi,BDI,28/07/2024,9,0,9,0
Burundi,BDI,11/08/2024,83,0,43,0
Cameroon,CMR,03/04/2022,3,1,0,0
Cameroon,CMR,28/08/2022,8,3,0,0
Cameroon,CMR,16/10/2022,12,3,2,0
Central African Republic,CAF,03/12/2023,45,1,0,0
Central African Republic,CAF,28/01/2024,52,1,1,0
Central African Republic,CAF,07/04/2024,66,1,1,0
Central African Republic,CAF,14/04/2024,66,1,0,0
Central African Republic,CAF,09/06/2024,67,1,1,0
Congo,COG,17/07/2022,2,0,0,0
Congo,COG,11/09/2022,5,0,2,0
Congo,COG,09/10/2022,5,0,0,0
Congo,COG,13/11/2022,5,0,0,0
Congo,COG,18/12/2022,5,0,0,0
Congo,COG,12/03/2023,5,0,0,0
Congo,COG,16/04/2023,5,0,0,0
Congo,COG,09/07/2023,5,0,0,0
Congo,COG,24/09/2023,18,0,0,0
Congo,COG,22/10/2023,23,2,0,0
Congo,COG,19/11/2023,26,2,1,0
Congo,COG,14/01/2024,27,2,1,0
Congo,COG,11/02/2024,30,2,0,0
Congo,COG,12/05/2024,45,2,0,0
Congo,COG,16/06/2024,45,2,0,0
Democratic Republic of the Congo,COD,26/06/2022,100,0,0,0
Democratic Republic of the Congo,COD,03/07/2022,100,0,0,0
Democratic Republic of the Congo,COD,10/07/2022,100,0,0,0
Democratic Republic of the Congo,COD,17/07/2022,100,0,0,0
Democratic Republic of the Congo,COD,24/07/2022,100,0,0,0
Democratic Republic of the Congo,COD,31/07/2022,100,0,0,0
Democratic Republic of the Congo,COD,07/08/2022,100,0,0,0
Democratic Republic of the Congo,COD,14/08/2022,149,0,49,0
Democratic Republic of the Congo,COD,21/08/2022,149,0,0,0
Democratic Republic of the Congo,COD,28/08/2022,174,0,25,0
Democratic Republic of the Congo,COD,04/09/2022,174,0,0,0
Democratic Republic of the Congo,COD,11/09/2022,174,0,0,0
Democratic Republic of the Congo,COD,18/09/2022,190,0,16,0
Democratic Republic of the Congo,COD,25/09/2022,200,0,10,0
Mozambique,MOZ,31/03/2024,1,1,0,0
Mozambique,MOZ,23/06/2024,1,1,0,0
Mozambique,MOZ,28/07/2024,1,1,0,0
Nigeria,NGA,08/05/2022,15,1,0,0
Nigeria,NGA,05/06/2022,32,2,11,1
Nigeria,NGA,12/06/2022,36,2,4,0
Nigeria,NGA,24/07/2022,133,3,15,0
Nigeria,NGA,18/09/2022,400,7,51,0
Nigeria,NGA,16/10/2022,552,7,22,0
Nigeria,NGA,01/01/2023,763,7,7,0
Nigeria,NGA,15/01/2023,776,8,10,1
Nigeria,NGA,23/04/2023,835,9,1,0
Nigeria,NGA,21/05/2023,842,9,1,0
Nigeria,NGA,16/07/2023,844,9,1,0
Nigeria,NGA,13/08/2023,846,9,0,0
Nigeria,NGA,05/11/2023,846,9,0,0
Nigeria,NGA,12/11/2023,847,9,1,0
Nigeria,NGA,26/11/2023,855,9,8,0
Nigeria,NGA,18/02/2024,867,9,2,0
Nigeria,NGA,31/03/2024,879,9,6,0
Nigeria,NGA,07/04/2024,880,9,1,0
Nigeria,NGA,21/07/2024,899,9,1,0
Rwanda,RWA,28/07/2024,2,0,2,0
South Africa,ZAF,14/08/2022,3,0,0,0
South Africa,ZAF,04/09/2022,5,0,0,0
South Africa,ZAF,09/10/2022,5,0,0,0
South Africa,ZAF,13/11/2022,5,0,0,0
South Africa,ZAF,05/02/2023,5,0,0,0
South Africa,ZAF,12/03/2023,5,0,0,0
South Africa,ZAF,04/06/2023,5,0,0,0
South Africa,ZAF,09/07/2023,5,0,0,0
South Africa,ZAF,01/10/2023,5,0,0,0
South Africa,ZAF,05/11/2023,5,0,0,0
South Africa,ZAF,10/12/2023,5,0,0,0
Ghana,GHA,03/04/2022,2,0,0,0
Ghana,GHA,24/07/2022,37,0,1,0
Ghana,GHA,28/08/2022,85,4,7,0
Ghana,GHA,04/12/2022,110,4,0,0
Ghana,GHA,22/01/2023,123,4,2,0
Ghana,GHA,19/02/2023,123,4,0,0
Ghana,GHA,16/04/2023,125,4,0,0
Ghana,GHA,16/07/2023,127,4,0,0
Ghana,GHA,20/08/2023,127,4,0,0
Ghana,GHA,12/11/2023,127,4,0,0
Ghana,GHA,17/12/2023,127,4,0,0
Ghana,GHA,10/03/2024,127,4,0,0
Ghana,GHA,14/04/2024,127,4,0,0
Ghana,GHA,19/05/2024,127,4,0,0
Kenya,KEN,28/07/2024,1,0,1,0
Liberia,LBR,04/09/2022,3,0,0,0
Liberia,LBR,19/02/2023,8,0,1,0
Liberia,LBR,26/02/2023,8,0,0,0
